ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,categories
0810140004,10.0,Improvisation for the Theater: A Handbook of Teaching and Directing Techniques,Viola Spolin,1983,Northwestern Univ Pr,Performing Arts
0810200627,10.0,Adventures of Huckleberry Finn,Mark Twain,1962,Harpercollins Juvenile Books,Fiction
0810494582,5.0,The bakers' manual for quantity baking and pastry making,Joseph Amendola,1972,Ahrens Pub. Co,Bakers
0810903849,7.0,Anselm Kiefer,Daniel Arasse,2001,Harry N Abrams,Art
0810908514,9.0,The Eleventh Hour: A Curious Mystery,Graeme Base,1989,Harry N Abrams,Animals
0810909014,10.0,Faeries,David Larkin,1995,Harry N Abrams,Fiction
0810913712,10.0,Noah's Ark,Rien Poortvliet,1992,Harry N Abrams,Technology & Engineering
0810914301,10.0,Earth from Above: 365 Days,Yann Arthus-Bertrand,2001,Harry N Abrams,Photography
0810918986,9.0,Sir Lawrence Alma Tadema,Russell Ash,1990,Harry N Abrams,Egypt in art
0810921847,9.0,Manwatching: A Field Guide to Human Behavior,Desmond. Morris,1979,Harry N Abrams Inc,Psychology
0810932377,10.0,Discovery of Dragons,Graeme Base,1996,Harry N Abrams,Juvenile Fiction
0810932652,10.0,Eleventh Hour,Graeme Base,1993,Harry N Abrams,Fiction
0810934213,10.0,History of Art,H. W. Janson,1995,Harry N Abrams,Art
0810942712,7.0,I Bought Andy Warhol,Richard Polsky,2003,Harry N Abrams,Art
0810944820,10.0,Time,Andy Goldsworthy,2000,Harry N Abrams,History
0810945681,10.0,The Water Hole,Graeme Base,2001,Harry N Abrams,Juvenile Fiction
0810963663,8.0,Van Gogh's Van Goghs,Richard Kendall,1998,Harry N Abrams,Art
0810981521,10.0,Krazy Kat,Patrick McDonnell,1999,Harry N Abrams,Comics & Graphic Novels
0811200612,5.0,The Blood Oranges,John Hawkes,1972,New Directions Publishing Corporation,Fiction
0811200671,6.0,Second Skin,John Hawkes,1964,New Directions Publishing Corporation,Social Science
081120068X,8.2,Siddhartha,Hermann Hesse,1951,New Directions Publishing Corporation,Fiction
0811200728,10.0,Ubu Roi,A. Jarry,1961,New Directions Publishing Corporation,Drama
0811201066,10.0,The Air-Conditioned Nightmare,Henry Miller,1970,New Directions Publishing Corporation,Fiction
0811201082,9.0,The Books in My Life,Henry Miller,1969,New Directions Publishing Corporation,Biography & Autobiography
0811201465,8.5,Selected Poems,K. Patchen,1957,New Directions Publishing Corporation,Country life
0811202070,8.0,"Portrait of the Artist As a Young Dog,",Dylan Thomas,1968,New Directions Publishing Corporation,Fiction
081120765X,6.666666666666667,A Streetcar Named Desire,Tennessee Williams,1980,New Directions Publishing Corporation,Drama
0811208478,7.333333333333333,Journey to the End of the Night,Louis-Ferdinand Celine,1983,New Directions Publishing Corporation,French fiction
0811208826,9.0,Collected Poems,Stevie Smith,1983,New Directions Publishing Corporation,Poetry
081120958X,8.0,Selected Poems,William Carlos Williams,1985,New Directions Publishing Corporation,Country life
0811209822,7.0,The German Lesson,Siegfried Lenz,1986,New Directions Publishing Corporation,Fiction
081121155X,8.0,Bluebird Cafe,Carmel Bird,1991,New Directions Publishing Corporation,Fiction
0811211738,10.0,"The Collected Poems of Octavio Paz, 1957-1987: Bilingual Edition",Octavio Paz,1991,New Directions Publishing Corporation,Poetry
0811213668,8.5,The Emigrants,W. G. Sebald,1997,New Directions Publishing Corporation,Fiction
081121379X,6.0,The Girls of Slender Means,Muriel Spark,1998,New Directions Publishing Corporation,Fiction
0811214389,5.5,Memento Mori,Muriel Spark,2000,New Directions Publishing Corporation,Fiction
0811215601,10.0,A Child's Christmas in Wales,Dylan Thomas,2003,New Directions Publishing Corporation,Juvenile Nonfiction
0811720187,10.0,Field Guide to Edible Wild Plants,Bradford Angier,1974,Stackpole Books,Nature
0811728803,8.0,Pennsylvania Almanac,Jere Martin,1997,Stackpole Books,Industries
0811800741,9.0,New Orleans: Elegance and Decadence,Richard Sexton,1993,Chronicle Books,Architecture
0811804364,9.0,Alejandro's Gift,Richard E. Albert,1994,Chronicle Books Llc,Juvenile Fiction
0811807843,7.777777777777778,"Drinking, Smoking, and Screwing: Great Writers on Good Times",Sara Nickles,1994,Chronicle Books,Fiction
0811809145,8.0,Athena: Goddess of War and Wisdom (Little Wisdom Library),Manuela Dunn-Mascetti,1996,Chronicle Books Llc,Religion
0811809935,6.0,How to Draw a Radish: And Other Fun Things to Do at Work,Joy Sikorski,1995,Chronicle Books,Literary Criticism
0811811174,9.5,Boomer Goes to School,Constance W. McGeorge,1996,Chronicle Books,Juvenile Fiction
0811811638,7.0,Cooking Secrets of the CIA,Pavlina Eccless,1995,Chronicle Books,Cooking
0811813401,9.0,Beauty,John Miller,1997,Chronicle Books Llc,Religion
0811813428,10.0,Alejandro's Gift,Richard E. Albert,1996,Chronicle Books,Juvenile Fiction
0811813665,8.0,Written in Memory: Portraits of the Holocaust,Jeffrey A. Wolin,1997,Chronicle Books Llc,History
0811814238,8.0,Day Trips: Roaming the Backroads of Northern California,Peter Browning,1997,Chronicle Books,Travel
081181503X,8.0,Cooking at the Kasbah: Recipes from My Moroccan Kitchen,Kitty Morse,1998,Chronicle Books,Cooking
0811816486,10.0,Smoothies: 50 Recipes for High-Energy Refreshment,Mary Corpening Barber,1997,Chronicle Books,Cooking
0811816753,7.0,Grimm's Grimmest,Jacob Grimm,1997,Chronicle Books,Fiction
0811818179,9.0,Vestiges of Grandeur: The Plantations of Louisiana's River Road,Richard Sexton,1999,Chronicle Books,Architecture
0811819086,8.0,Learn to Relax : A Practical Guide to Easing Tension and Conquering Stress,Mike Goerge,1998,Chronicle Books,Self-Help
0811819191,8.0,Going Going Gone: Vanishing Americana,Susan Jonas,1998,Chronicle Books,Social Science
0811822907,8.0,Hush Little Baby,Sylvia Long,2002,Chronicle Books,Juvenile Fiction
0811823318,10.0,Spring Is Here,Taro Gomi,1999,Chronicle Books,Juvenile Fiction
0811823709,8.0,Betty and Rita Go to Paris,Judith E. Hughes,1999,Chronicle Books,Photography
0811824497,8.5,Diner Desserts,Tish Boyle,2000,Chronicle Books,Cooking
0811824543,7.0,The Campfire Collection: Spine-Tingling Tales to Tell in the Dark,Eric Martin,2000,Chronicle Books,Fiction
0811825604,10.0,Discover Inner Peace: A Guide to Spiritual Well-Being,Mike George,1999,Chronicle Books,Religion
0811826015,8.0,"Ready, Set, Go!",Nina Laden,2000,Chronicle Books,Health & Fitness
0811827178,9.0,Tiara,Diana Scarisbrick,2000,Chronicle Books,Design
0811828948,7.0,Learn to Sleep Well,Christopher Idzikowski,2000,Chronicle Books,Self-Help
0811832015,5.0,The Voice of the Butterfly,John Nichols,2001,Chronicle Books,Fiction
0811835049,5.0,Sam's Little Sister,Yves Got,2002,Chronicle Books,Juvenile Fiction
0811835057,5.0,Sam Loves Kisses,Yves Got,2002,Chronicle Books,Juvenile Fiction
0811835758,8.0,The Worst-Case Scenario Survival Handbook: Work,Joshua Piven,2003,Chronicle Books,Reference
0811835995,7.0,The Worst-Case Scenario Survival Handbook: Holidays,Joshua Piven,2002,Chronicle Books,Reference
0811839907,8.0,The Voice of the Butterfly,John Nichols,2003,Chronicle Books,Fiction
0811840549,8.0,The Three-Martini Playdate: A Practical Guide to Happy Parenting,Christie Mellor,2004,Chronicle Books,Family & Relationships
0812002067,5.0,"10 steps in writing the research paper,",Roberta H Markman,1971,Barron's Educational Series,Academic writing
0812029100,10.0,Wild About Muffins,Anela Clubb,1985,Barrons Educational Series Inc,Cooking
0812043146,10.0,The Great American Bake Sale,Alison Boteler,1991,Barron's Educational Series,Cooking
0812043626,5.0,501 Spanish Verbs,Christopher Kendris,1995,Barrons Educational Series,Foreign Language Study
0812045440,8.0,How to Teach Your Old Dog New Tricks,Ted Baer,1991,Barron's Educational Series,Pets
0812054547,7.0,Fondues from around the world,Eva Klever,1984,Barron's,Cooking
0812055721,6.0,Once upon a Potty: Hers,Alona Frankel,1984,Barrons Juveniles,Juvenile Nonfiction
0812065646,7.0,Uh Oh! Gotta Go!: Potty Tales from Toddlers,Bob McGrath,1996,Barron's Educational Series,Juvenile Fiction
0812096614,8.0,The Best Pet Name Book Ever!,Wayne Bryant Eldridge,1996,Barron's Educational Series,Pets
0812217268,7.0,The House on the Strand,Daphne Du Maurier,2000,University of Pennsylvania Press,Fiction
0812217780,9.0,The Academic Job Search Handbook (3rd Edition),Mary Morris Heiberger,2001,University of Pennsylvania Press,Education
0812418360,10.0,The Sword in the Stone,T. H. White,1978,Perfection Learning Prebound,Arthurian romances
0812502469,9.0,"Inferno (Indigo, Book 2)",Louise Cooper,1989,Tor Books,Fiction
0812503058,10.0,The Woman Who Loved Reindeer,Meredith Ann Pierce,1989,Tor Books,Juvenile Fiction
0812504186,10.0,Alice's Adventures in Wonderland,Lewis Carroll,1992,Tor Books,Fiction
0812504224,8.8,The Adventures of Huckleberry Finn,Mark Twain,1996,Tor Books,Fiction
0812504364,6.666666666666667,A Connecticut Yankee in King Arthur's Court,Mark Twain,1997,Tor Books,Fiction
0812504429,7.5,Dracula,Books Tor,1990,Tor Books,Juvenile Fiction
0812504488,8.0,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1990,Tor Books,Fiction
0812504593,8.0,The House of the Seven Gables,Nathaniel Hawthorne,1989,Tor Books,Fiction
0812504712,8.0,A Journey to the Center of the Earth,Jules Verne,1992,Tor Books,Fiction
0812504755,7.0,The Legend of Sleepy Hollow,Washington Irving,1990,Tor Books,Juvenile Fiction
0812505018,6.75,The Secret Garden,Frances Hodgson Burnett,1989,Tor Books,Juvenile Fiction
0812505026,7.0,Stories by O. Henry,O Henry,1989,Tor Books,Fiction
0812505085,7.6,Treasure Island,Robert Louis Stevenson,1989,Tor Books,Fiction
0812505107,9.0,The Wind in the Willows,Kenneth Grahame,1989,Tor Books,Self-Help
0812505123,7.333333333333333,White Fang,Jack London,1989,Tor Books,American fiction
0812505158,7.5,The War of the Worlds,H. G. Wells,1993,Tor Books,Fiction
0812505875,10.0,Three Women,Anne McCaffrey,1992,Tor Books (Mm),History
0812507398,7.2,People of the Fire,W. Michael Gear,1991,St Martins Press,Fiction
0812509250,7.75,Xenocide (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,Fiction
0812509560,6.0,Sacrifice,John Farris,1995,Tor Books (Mm),Biography & Autobiography
0812509641,6.5,Countdown,David Hagberg,1991,Tor Books (Mm),Juvenile Fiction
0812510607,6.0,Good Behavior,Donald E. Westlake,1988,Tor Books (Mm),Fiction
0812511638,7.0,Cold As Ice,Charles Sheffield,1993,Tor Books,Juvenile Fiction
0812511840,5.0,Knight Moves,Walter Jon Williams,1985,Tor Books,Fiction
0812511980,7.5,Prey,Ken Goddard,1993,Tor Books,Predation (Biology)
0812512456,6.875,The Cold One,Christopher Pike,1995,Tor Books,Fiction
0812512774,6.5,Wild,Whitley Strieber,1991,Tor Books,Biography & Autobiography
0812512928,8.0,The Descent of Anansi,Steven Barnes,1991,Tor Science Fiction,Fiction
0812513207,8.0,Flaming Sky: A Novel of the Little Bighorn,Earl Murray,1996,Forge,Fiction
0812513584,8.0,Crossfire,David Hagberg,1992,Tor Books,Fiction
0812513827,7.0,Rock of Ages,Walter Jon Williams,1996,St Martins Pr (Mm),Fiction
0812513940,5.0,Conan the Defender,Robert Jordan,1991,Tor Books,Fiction
0812514440,5.0,Counterstrike,Sean Flannery,1991,Tor Books (Mm),Juvenile Fiction
0812515722,5.0,American Gothic,Robert Bloch,1987,Tor Books (Mm),Art
0812516044,2.0,Slow Funeral,Rebecca Ore,1995,Tor Books,Fiction
0812516125,5.0,Fallen Idols,Ralph Arnote,1994,Tor Books (Mm),Collective memory
0812516680,8.0,The Parasite,J. Ramsey Campbell,1989,Tor Books (Mm),Fiction
0812516729,6.5,Vanishing Point,Michaela Roessner,1994,Tor Books,Fiction
0812516958,6.0,Playgrounds of the Mind,Larry Niven,1992,Tor Science Fiction,Fiction
0812518039,6.0,Midnight Sun,Ramsey Campbell,1992,Tor Books (Mm),Young Adult Fiction
0812518055,7.0,"Lovelock (The Mayflower Trilogy, Book 1)",Orson Scott Card,1995,Tor Books (Mm),Fiction
0812518349,7.0,For Fear of the Night,Charles L. Grant,1988,Tor Books,Juvenile Fiction
0812518500,4.0,Midnight,Charles Grant,1985,Tor Books,Juvenile Fiction
0812519108,9.0,The Secret Garden,Frances Hodgson Burnett,1991,Tor Books (Mm),Juvenile Fiction
0812519523,5.5,Manhattan Transfer,John E. Stith,1994,Tor Books,Fiction
0812520467,5.0,A Member of the Family,Nick Vasile,1995,Tor Books (Mm),Adoption
0812520769,7.0,O Pioneers!,Willa Cather,1992,Tor Books (Mm),Fiction
0812521129,8.5,Children of the Night,Mercedes Lackey,1990,Tor Books,History
0812521463,8.090909090909092,Aztec,Gary Jennings,1997,Forge,Fiction
0812521935,5.0,The Pariah,Graham Masterton,1984,Tor Books,Fiction
0812521978,6.0,Sacrifice,Graham Masterton,1986,Tor Books,Biography & Autobiography
0812522222,5.0,The Blood of the Lamb,Thomas F. Monteleone,1993,Tor Books (Mm),Fiction
0812522486,8.0,The Little Country,Charles de Lint,1997,Tor Books (Mm),Fiction
0812522494,7.6,Into the Green,Charles de Lint,1995,Tor Books (Mm),Gardening
0812522583,7.0,Millennium,Jack Anderson,1995,Tor Books (Mm),Fiction
0812522729,8.333333333333334,Children of the Night: A Diana Tregarde Investigation,Mercedes Lackey,1992,Tor Books,Fiction
0812522966,8.6,Finder,Emma Bull,1995,Tor Books (Mm),Nature
0812523040,8.666666666666666,Cruel Miracles,Orson Scott Card,1992,Tor Books (Mm),Fiction
0812523334,6.0,Little Women,Louisa May Alcott,1994,Tor Books,Fiction
0812523342,10.0,Tom Sawyer Abroad,Mark Twain,1993,Tor Books,Literary Criticism
0812523369,8.75,Pride and Prejudice,Jane Austen,1994,Tor Books,Fiction
0812523377,8.25,Jane Eyre,Charlotte Bronte,1994,Tor Books,Literary Criticism
0812523385,7.0,Selected Poems of Emily Dickinson,Emily Dickinson,1995,Tor Books,Poetry
0812523709,6.0,Tamar,Ann Chamberlin,1994,Tor Books,Fiction
0812523989,8.0,Wildside,Steven Gould,1997,Tor Science Fiction,Technology & Engineering
0812524438,8.0,Women of Darkness,Kathryn Ptacek,1989,Tor Books,Fiction
0812525051,7.333333333333333,"Next, After Lucifer",Daniel Rhodes,1988,Tor Books (Mm),Horror tales
0812528018,9.0,Blood Games,Chelsea Quinn Yarbro,1988,Tor Books,True Crime
0812530225,6.0,The Stars Are Also Fire,Poul Anderson,1995,Tor Books,Fiction
0812530942,6.0,The Pig Plantagenet,Allen Andrews,1984,Tor Books,Fiction
0812531167,7.0,Prostho Plus,Piers Anthony,1986,Tor Books,Dentists
0812531272,7.25,Ghost,Piers Anthony,1992,Tor Books,Juvenile Fiction
0812531353,6.4,The Boat of a Million Years,Poul Anderson,1994,Tor Books,Fiction
0812531884,7.333333333333333,Time and Chance,Alan Brennert,1990,Tor Books,Fiction
0812532023,8.0,Battle Station,Ben Bova,1987,Tor Books,Political Science
0812532155,6.5,Orion,Ben Bova,1985,Tor Books,Science
0812532457,5.0,Colony,Ben Bova,1988,Tor Books,Fiction
0812533291,6.0,"Empires of Flux and Anchor (Soul Rider Series, No 2)",Jack L. Chalker,1988,Tor Books (Mm),Fiction
0812533410,6.5,The Turn of the Screw,Henry James,1993,Tor Books,Self-Help
0812533453,7.75,Mother of Storms,John Barnes,1995,Tor Books,Fiction
0812534042,8.0,"The Order War (Recluce series, Book 4)",L. E. Modesitt Jr.,1996,Tor Fantasy,Fiction
0812534298,5.0,Chosen for Death,Kate Flora,1995,Tor Books (Mm),Philosophy
0812535219,7.0,Saints,Orson Scott Card,1993,Tor Books (Mm),Juvenile Nonfiction
0812535871,3.0,Probe,Carole N. Douglas,1986,Tor Books (Mm),Fiction
0812536169,5.0,Bridgehead,David Drake,1990,Tor Books,Fiction
0812539095,7.0,All One Universe,Poul Anderson,1997,Tor Books,Fiction
0812539281,4.5,Under Pressure,Abigail Reed,2000,Forge,Music
0812540018,5.666666666666667,Dead Simple,Jon Land,1999,Tor Books (Mm),Fiction
0812540263,7.0,Aftershocks,Richard S. Wheeler,1999,Tor Books (Mm),Biography & Autobiography
0812541049,5.0,The Big Lifters,Dean Ing,1994,Tor Books,Fiction
0812541561,8.0,Moby Dick: Or the Whale,Herman Melville,1998,Tor Books (Mm),Fiction
0812541642,7.0,Waiting,Frank M. Robinson,2000,Tor Books,Fiction
0812541685,9.0,A Wizard in the Way,Christopher Stasheff,2001,Tor Books,Fiction
0812541707,4.0,Hidden Talents,David Lubar,2000,Tor Books,Juvenile Fiction
0812542835,7.0625,Reliquary,Douglas Preston,1998,Tor Books,Fiction
0812542843,7.333333333333333,Angel,Garry D. Kilworth,1997,Tor Books (Mm),"Body, Mind & Spirit"
0812543068,8.0,The Swiss Family Robinson,J. D. Wyss,1996,Tor Books,Juvenile Fiction
0812543122,8.75,Sense and Sensibility,Jane Austen,1995,Tor Books,Fiction
0812543181,5.0,Not This August,Cyril Kornbluth,1986,Tor Books,Fiction
0812543890,6.5,Exposure,R. J. Pineiro,1998,Forge Books,Biography & Autobiography
0812543971,7.0,The Fallon Blood,Robert Jordan,1996,Tor Books (Mm),Fiction
0812544714,7.5,Scandal,Joanna Elm,1996,Tor Books,College dropouts
0812545281,5.0,Choices,Abigail Reed,1999,Tor Books (Mm),Biography & Autobiography
0812545478,5.0,Dawn Song,Michael Marano,1999,Tor Books,History
0812545508,4.0,Prince Ombra,Roderick MacLeish,1983,Tor Books (Mm),Juvenile Fiction
0812548116,6.5,Now You See It . . .,Richard Matheson,1996,Tor Books,Social Science
0812548221,8.5,Of Tangible Ghosts (Ghost trilogy),L. E. Modesitt Jr.,1995,Tor Books,Fiction
0812548345,5.0,Angry Moon,Terrill Lankford,1999,Tor Books (Mm),Fiction
0812548396,8.0,Stage Fright,Clare McNally,1995,Tor Books,Self-Help
0812548477,6.0,The Firekeeper: A Narrative of the Eastern Frontier,Robert Moss,1996,St Martins Pr (Mm),Fiction
0812548485,8.0,The Interpreter,Robert Moss,1998,Tor Books (Mm),Fiction
0812549007,8.8,Darkangel,Meredith Ann Pierce,1984,St Martins Press,Fiction
0812550749,8.428571428571429,Firebird,Mercedes Lackey,1997,Tor Books,JUVENILE FICTION
0812550943,8.4,Mirage,Soheir Khashoggi,1997,Forge Books,Young Adult Fiction
0812551125,3.0,Santiago: A Myth of the Far Future,Mike Resnick,1986,Tor Books,Fiction
0812551168,2.0,The Dark Lady: A Romance of the Far Future,Mike Resnick,1987,Tor Books,Fiction
0812551486,7.523809523809524,"Temple of the Winds (Sword of Truth, Book 4)",Terry Goodkind,1998,Tor Fantasy,Fiction
0812551524,9.0,Anne of Green Gables,L.M. Montgomery,1995,Tor Books,Juvenile Fiction
0812551737,4.0,Freeze Frames,Katharine Kerr,1996,Tor Books (Mm),Fiction
0812552636,5.6,Dragonfly,John Farris,1996,Tor Books (Mm),Business & Economics
0812552989,8.0,First Book of Swords,Fred Saberhagen,1984,St Martins Press,Fiction
0812553438,4.5,First Book of Swords,Fred Saberhagen,1984,Tor Books,Fiction
0812553977,7.0,Jerusalem,Cecelia Holland,1997,Forge,Graphic novels
0812554094,5.0,The Grail of Hearts,Susan Shwartz,1993,Tor Books,Fiction
0812554469,5.5,Moonsinger's Friends: In Honor of Andre Norton,Susan Shwartz,1986,Tor Books,"Fantasy fiction, American"
0812555120,7.4,Zombie Lover (Xanth),Piers Anthony,1999,Tor Fantasy,Fiction
0812555260,6.0,Shadow of Ashland,Terence M. Green,1997,Tor Books,Fiction
0812557115,7.5,World's End,Joan D. Vinge,1993,Tor Books,Fiction
0812561589,9.0,Spotlight,Carole Bellacera,2001,Forge Books,Fiction
0812561880,8.5,The Protocol,April Christofferson,2000,Forge,Fiction
0812562674,8.25,The Galactic Gourmet: A Sector General Novel,James White,1997,Tor Books (Mm),Fiction
0812563115,7.666666666666667,Great Expectations,Charles Dickens,1998,Tor Books,Fiction
0812563581,7.4,The Relic,Douglas Preston,1996,St Martins Press,Fiction
0812564863,7.0,The Gutbucket Quest,Piers Anthony,2001,Tor Fantasy,Fiction
0812565363,8.0,Nightkill,F. Paul Wilson,1999,Tor Books,Fiction
0812566572,8.0,Marrow,Robert Reed,2001,Tor Books,Medical
0812566629,7.375,Darwinia,Robert Charles Wilson,1999,Tor Books,Fiction
0812566785,6.5,Rainbow Mars,Larry Niven,2000,Tor Science Fiction,Fiction
0812567080,6.5,City of Bones,Martha Wells,1996,Tor Books,Juvenile Fiction
0812567099,6.0,False Prophets,Sean Flannery,1996,Forge Books,Discernment of spirits
0812567102,10.0,The Age of Innocence,Edith Wharton,1998,Tor Books,Fiction
0812567110,9.0,The Picture of Dorian Gray,Oscar Wilde,1999,Tor Books,Fiction
0812567129,8.0,At the Back of the North Wind,George MacDonald,1998,Tor Books,Juvenile Fiction
0812568672,5.0,Y2K,R. J. Pineiro,1999,Tor Books (Mm),Fiction
0812568826,8.0,Spherical Harmonic (The Saga of the Skolian Empire),Catherine Asaro,2002,Tor Science Fiction,Fiction
0812568850,3.0,Enemy Glory,Karen Michalson,2002,Tor Books,Fiction
081257060X,7.0,The Return,Buzz Aldrin,2001,Tor Books,Fiction
0812571347,6.0,Blue Limbo,Terence M. Green,1998,Tor Books (Mm),Fiction
0812571363,6.25,How Like a God,Brenda W. Clough,1998,Tor Books (Mm),Fiction
0812571770,6.0,Revelation,L. Christian Balling,1999,Tor Books (Mm),Literary Collections
0812571819,6.0,White Chocolate,Elizabeth Atkins Bowman,1999,Forge,Fiction
0812572122,7.25,A Stir of Echoes,Richard Matheson,1999,Tor Books,Horror tales
0812574621,7.875,Animist,Eve Forward,2001,Tor Fantasy,Fiction
0812574710,8.0,"Muse of Art (Geodyssey, Saga 4)",Piers Anthony,2001,Tor Fantasy,Fiction
0812575245,6.0,The Reckoning,Thomas F. Monteleone,2001,Tor Books,History
0812575571,6.0,Raptor,Dorsey Fiske,2001,Tor Books,Fiction
081257558X,8.333333333333334,"Winter's Heart (The Wheel of Time, Book 9)",Robert Jordan,2002,Tor Books,Fiction
0812575954,6.25,The Deal,Joe Hutsko,2000,Tor Books (Mm),College students
0812576330,5.0,The Heir,Henry Luk,2002,Tor Books,Young Adult Fiction
0812576462,8.0,Ship of the Damned,James F. David,2001,Tor Books,Fiction
0812577736,8.0,Adrenaline,Bill Edison,1999,Tor Books (Mm),Self-Help
0812577787,9.0,Time of the Assassins,Hugh Holton,2001,Forge,Literary Criticism
0812577868,7.0,Missing Man,Michael Cassutt,2000,Tor Books,Fiction
081257933X,5.0,"Snowfall (The Snowfall Trilogy, Book 1)",Mitchell Smith,2003,Tor Books,Fiction
0812580281,6.0,Genesis,Poul Anderson,2001,Tor Books,Bibles
0812582705,8.0,Wildwood,John Farris,1986,Tor Books,Juvenile Fiction
0812583361,4.0,God Game,Andrew M. Greeley,1987,Tor Books,Fiction
0812585151,7.2,Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1987,Tor Books,Fiction
0812585658,8.0,The Year of the Lucy,Anne McCaffrey,1987,Tor Books (Mm),Fiction
0812589815,8.0,When the King Comes Home,Caroline Stevermer,2001,Tor Books,Fiction
0812590384,8.0,Wildfire,Zane Grey,1999,Tor Books (Mm),Juvenile Fiction
0812590384,8.0,Wildfire,Zane Grey,1999,Tor Books (Mm),Nature
0812590848,5.0,Patriots,David Drake,1997,Tor Books (Mm),Fiction
0812590961,7.5,Aztec Autumn,Gary Jennings,1998,Tor Books,Fiction
0812626915,5.0,My Road Trip to the Pretty Girl Capital of the World,Brian Yansky,2003,Cricket Books,Juvenile Fiction
0812649001,10.0,Seek,Paul Fleischman,2001,Cricket Books,Fathers and sons
0812814274,7.0,The assassins,Elia Kazan,1972,Stein and Day,Juvenile Fiction
0812815092,10.0,The truth about unicorns,Bonnie Jones Reynolds,1972,Stein and Day,Unicorns
0812819462,8.0,How to Teach Your Baby to Swim,C. Timmermans,1976,Natl Book Network,Family & Relationships
0812824067,7.0,Sappho Was a Right on Woman: A Liberated View of Lesbianism,Sidney Abbott,1985,Scarborough House Publishers,Gay liberation movement
0812827139,8.0,Solo,Jack Higgins,1980,Natl Book Network,Fiction
0812881176,6.0,The Arrangement,Elia Kazan,1985,Natl Book Network,Fiction
0812882830,6.0,My Story,Marilyn Monroe,1986,Natl Book Network,Biography & Autobiography
0812885066,8.428571428571429,The Only Astrology Book You'll Ever Need,Joanna Martine Woolfolk,1990,Natl Book Network,"Body, Mind & Spirit"
0812904877,9.0,A Time to Die,Tom Wicker,1975,Quadrangle/New York Times Book Co.,Juvenile Fiction
0812908341,9.0,The New York Times 60 Minute Gourmet,Pierre Franey,1979,Times Books,Cookery
0812910818,8.0,From this day forward,Nancy Rossi,1983,Times Books,Religion
0812925300,8.333333333333334,Where the Girls Are: Growing Up Female With the Mass Media,Susan J. Douglas,1995,Three Rivers Press (CA),Social Science
081292603X,7.0,The Secrets of Mariko: A Year in the Life of a Japanese Woman and Her Family,Elisabeth Bumiller,1995,Times Books,Social Science
0812930290,10.0,"Booknotes: America's Finest Authors on Reading, Writing, and the Power of Ideas",Brian Lamb,1998,Three Rivers Press (CA),Authors
0812930312,9.0,One Digital Day: How the Microchip Is Changing Our World,Rick Smolan,1998,Random House Inc,Computers
0812930991,6.666666666666667,Blinded by the Right: The Conscience of an Ex-Conservative,David Brock,2002,Crown Publishers,Biography & Autobiography
0812931378,6.6,Paris in the Fifties,Stanley Karnow,1999,Three Rivers Press (CA),Biography & Autobiography
0812931777,9.0,Because Cowards Get Cancer Too: A Hypochondriac Confronts His Nemesis,John Diamond,1999,Random House Inc,Biography & Autobiography
081293217X,10.0,Finding Your Own North Star: Claiming the Life You Were Meant to Live,Martha Nibley Beck,2001,Crown Publishers,Self-Help
0812932188,7.0,Finding Your Own North Star: Claiming the Life You Were Meant to Live,Martha Nibley Beck,2002,Three Rivers Press (CA),Self-Help
0812932773,8.0,The 50 Greatest Love Letters of All Time,David H. Lowenherz,2002,Crown Publishers,Literary Collections
0812966015,5.0,My Wars Are Laid Away in Books : The Life of Emily Dickinson,ALFRED HABEGGER,2002,Modern Library,Biography & Autobiography
0812966783,5.0,The Trail of the Serpent (Modern Library Classics),M. E. Braddon,2003,Modern Library,Fiction
0812966864,10.0,Love by the Glass: Tasting Notes from a Marriage,Dorothy J. Gaiter,2003,Random House Trade,Biography & Autobiography
0812966929,10.0,Number9Dream,David Mitchell,2003,Random House Trade,Fiction
0812966937,5.5,The Gambler,Fyodor Dostoyevsky,2003,Modern Library,Fiction
0812967259,5.0,The Lost World,ARTHUR CONAN DOYLE,2003,Modern Library,Fiction
0812967283,5.0,Typhoon and Other Stories,Joseph Conrad,2003,Modern Library,Fiction
0812967607,8.0,"Around the Bloc : My Life in Moscow, Beijing, and Havana",STEPHANIE ELIZONDO GRIEST,2004,Villard,Biography & Autobiography
0812967658,7.0,"Does This Make Me Look Fat?: The Definitive Rules for Dressing Thin for Every Height, Size, and Shape",Leah Feldon,2002,Villard Books,Health & Fitness
0812967844,10.0,It Must Have Been Moonglow: Reflections on the First Years of Widowhood,Phyllis Greene,2003,Villard Books,Family & Relationships
0812967852,6.0,The Crisis of Islam : Holy War and Unholy Terror,BERNARD LEWIS,2004,Random House Trade Paperbacks,History
0812967879,9.0,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA,2004,Villard,Biography & Autobiography
0812968514,9.0,A Princess of Mars,Edgar Rice Burroughs,2003,Modern Library,Fiction
0812968778,9.0,The Winter Queen,BORIS AKUNIN,2004,Random House Trade Paperbacks,Biography & Autobiography
0812972112,7.0,The Wings of the Dove,HENRY JAMES,2004,Modern Library,Fiction
